OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3402738,T20130015879,ABS to receive accident,Finished,1/8/2013,15.40.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,43028,145.20684,-37.97816,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2518172.631,2391428.089,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402739,T20130015880,ABS to receive accident,Finished,1/8/2013,16.55.00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,283365,143.86072,-37.56204,Non-Intersection,BALLARAT,WESTERN REGION,2399354.674,2437029.436,4,1,0,1,0,3,4,0,0,2,1,1,0,0,0,0,0,1,0,1,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3402740,T20130015881,ABS to receive accident,Finished,1/8/2013,08.30.00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,Yes,Day,No,Cross intersection,Other injury accident,60 km/hr,No,264671,144.97795,-37.84341,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2498058.846,2406404.532,2,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402741,T20130015882,ABS to receive accident,Finished,1/8/2013,17.10.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,100 km/hr,No,51143,145.22263,-36.41411,Intersection,SHEPPARTON,NORTH EASTERN REGION,2519965.702,2564985.659,5,3,0,1,2,2,2,3,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SHEPPARTON,NORTH EASTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Country
3402742,T20130015884,ABS to receive accident,Finished,30/7/2013,15.40.00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Serious injury accident,80 km/hr,No,262523,145.19884,-37.8353,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2517502.395,2407285.864,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3402743,T20130015886,ABS to receive accident,Finished,1/8/2013,15.35.00,No,Collision with vehicle,Thursday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,T intersection,Serious injury accident,100 km/hr,No,262524,146.25461,-36.42939,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2612488.71,2562572.392,3,3,0,2,1,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3402744,T20130015887,ABS to receive accident,Finished,1/8/2013,16.15.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,54909,145.00387,-37.8941,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2500339.989,2400778.106,5,1,0,0,1,4,3,2,0,1,4,0,0,0,0,0,0,0,0,1,No,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,"GLEN EIRA,BAYSIDE",METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402745,T20130015889,ABS to receive accident,Finished,1/8/2013,17.50.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80 km/hr,No,262418,145.36098,-37.75592,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2531808.684,2416054.063,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Metro
3402746,T20130015892,ABS to receive accident,Finished,1/8/2013,18.14.00,Yes,Collision with vehicle,Thursday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50 km/hr,No,222039,144.97322,-37.80772,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2497642.009,2410364.904,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,"YARRA,MELBOURNE",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,"Div,Undiv",Metro
3402747,T20130015893,ABS to receive accident,Finished,1/8/2013,18.15.00,Yes,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,38086,145.02672,-37.77012,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2502353.962,2414538.59,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402748,T20130015894,ABS to receive accident,Finished,1/8/2013,16.30.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,262419,145.0558,-37.67915,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2504921.915,2424633.538,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402749,T20130015895,ABS to receive accident,Finished,1/8/2013,18.15.00,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,40 km/hr,No,35354,144.95956,-37.81862,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496439.519,2409155.127,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402750,T20130015896,ABS to receive accident,Finished,1/8/2013,16.45.00,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,41712,145.12505,-37.91307,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2510996.531,2398666.183,2,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402751,T20130015898,ABS to receive accident,Finished,1/8/2013,19.30.00,Yes,Collision with vehicle,Thursday,ACCIDENT OR BROKEN DOWN,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,70 km/hr,No,29421,145.001,-37.69381,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2500088.397,2423007.608,3,1,0,1,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"WHITTLESEA,DAREBIN",METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3402752,T20130015900,ABS to receive accident,Finished,1/8/2013,19.40.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,262420,145.02179,-37.71667,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501921.27,2420470.589,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402753,T20130015902,ABS to receive accident,Finished,1/8/2013,17.07.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,55677,145.00228,-37.68967,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2500201.451,2423467.578,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3402754,T20130015903,ABS to receive accident,Finished,1/8/2013,17.38.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,63481,144.95674,-37.75457,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496188.03,2416263.696,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402755,T20130015904,ABS to receive accident,Finished,1/8/2013,18.04.00,Yes,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,70 km/hr,No,37890,144.99393,-37.74428,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499464.771,2417406.762,5,1,0,1,0,4,2,3,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402756,T20130015906,ABS to receive accident,Finished,1/8/2013,21.25.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Serious injury accident,80 km/hr,Yes,44094,145.15536,-38.35357,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2513581.488,2349764.702,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3402757,T20130015912,ABS to receive accident,Finished,2/8/2013,06.55.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,35514,145.05226,-37.85466,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2504598.863,2405154.768,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,"Div,Undiv",Metro
3402758,T20130015914,ABS to receive accident,Finished,2/8/2013,08.00.00,No,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Serious injury accident,50 km/hr,No,262344,141.61011,-38.36249,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2203753.023,2343510.015,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,TOWNS,TOWNS,GLENELG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3402759,T20130015915,ABS to receive accident,Finished,2/8/2013,07.30.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,No,Not at intersection,Other injury accident,70 km/hr,No,264069,145.04311,-37.67655,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2503802.767,2424923.105,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,1,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402760,T20130015919,ABS to receive accident,Finished,2/8/2013,09.55.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,50 km/hr,No,36395,144.97332,-37.79522,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497650.266,2411753.127,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3402761,T20130015920,ABS to receive accident,Finished,17/7/2013,08.55.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,70 km/hr,No,262365,145.03528,-37.93303,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2503101.428,2396456.543,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3402762,T20130015924,ABS to receive accident,Finished,2/8/2013,10.50.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,262570,144.83089,-36.17549,Non-Intersection,CAMPASPE,NORTHERN REGION,2484786.995,2591471.544,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CAMPASPE,NORTHERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3402763,T20130015926,ABS to receive accident,Finished,27/7/2013,21.30.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,52873,143.85187,-37.56142,Intersection,BALLARAT,WESTERN REGION,2398572.455,2437089.37,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
3402764,T20130015928,ABS to receive accident,Finished,2/8/2013,11.50.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,Yes,262525,144.70999,-37.8711,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2474483.865,2403292.321,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402765,T20130015929,ABS to receive accident,Finished,2/8/2013,11.36.00,No,Collision with vehicle,Friday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,262422,144.97426,-37.76022,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2497731.981,2415637.189,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3402766,T20130015931,ABS to receive accident,Finished,2/8/2013,09.58.00,No,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,42516,145.15766,-37.92399,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513861.642,2397448.951,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402767,T20130015936,ABS to receive accident,Finished,2/8/2013,06.50.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,No,262254,146.2221,-38.2835,Non-Intersection,BAW BAW,EASTERN REGION,2606933.127,2356868.049,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3402768,T20130015938,ABS to receive accident,Finished,1/8/2013,18.39.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Not at intersection,Other injury accident,Not known,No,263989,145.0861,-37.92447,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2507569.916,2397403.934,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,1,2,0,1,0,0,MELB_URBAN,MELB_URBAN,"MONASH,KINGSTON",METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3402769,T20130015943,ABS to receive accident,Finished,2/8/2013,08.40.00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,No,262345,144.68155,-37.87749,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2471984.369,2402575.486,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Metro
3402770,T20130015944,ABS to receive accident,Finished,2/8/2013,09.00.00,No,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,49592,144.07689,-37.84563,Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2418756.238,2405764.76,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,SMALL_TOWNS,SMALL_TOWNS,GOLDEN PLAINS,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3402771,T20130015945,ABS to receive accident,Finished,1/8/2013,08.00.00,No,Collision with vehicle,Thursday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,262421,144.99287,-37.85452,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499372.115,2405171.465,2,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402772,T20130015947,ABS to receive accident,Finished,2/8/2013,16.40.00,Yes,Collision with vehicle,Friday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Multiple intersection,Other injury accident,60 km/hr,No,44036,145.18996,-38.27209,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2516624.539,2358804.336,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,"RURAL_VICTORIA,MELB_URBAN",MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,A,"A,C",Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undiv,Metro
3402773,T20130015948,ABS to receive accident,Finished,2/8/2013,16.05.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,51632,144.26989,-36.76186,Intersection,BENDIGO,NORTHERN REGION,2434819.96,2526173.927,3,2,0,0,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3402774,T20130015949,ABS to receive accident,Finished,20/7/2013,11.00.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,No,Cross intersection,Other injury accident,Not known,No,38356,145.14415,-37.78453,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2512697.394,2412930.162,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402775,T20130015951,ABS to receive accident,Finished,2/8/2013,16.52.00,Yes,Collision with vehicle,Friday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,44147,145.01038,-37.7009,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500915.295,2422220.696,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402776,T20130015954,ABS to receive accident,Finished,2/8/2013,17.00.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,37975,145.00539,-37.76388,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500474.657,2415231.519,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402777,T20130015955,ABS to receive accident,Finished,2/8/2013,16.06.00,Yes,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,262514,145.00851,-38.36583,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2500743.942,2348414.436,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3402778,T20130015957,ABS to receive accident,Finished,2/8/2013,18.35.00,Yes,Collision with vehicle,Friday,ENTERING PARKING,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,262571,144.96704,-37.83114,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497098.413,2407766.216,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,"PORT PHILLIP,MELBOURNE",METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402779,T20130015959,ABS to receive accident,Finished,2/8/2013,18.30.00,Yes,Collision with vehicle,Friday,LEAVING PARKING,No,Dark Street lights on,No,Not at intersection,Other injury accident,60 km/hr,No,262515,145.06196,-37.90562,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2505449.124,2399498.008,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3402780,T20130015961,ABS to receive accident,Finished,2/8/2013,17.15.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Multiple intersection,Other injury accident,70 km/hr,Yes,46479,144.83126,-37.71176,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2485122.614,2421002.55,2,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3402781,T20130015962,ABS to receive accident,Finished,2/8/2013,18.55.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,29678,145.04027,-37.92621,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2503540.64,2397213.607,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
